OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N0.HOG0034252,-37773.644471,-37773.644457,-37749.25672,-37749.256739,-38164.686302,0.24407,0.24404,0.26058,0.16415,0.2606,0.1641
N0.HOG0034254,-9167.178106,-9167.178106,-9163.325159,-9163.325159,-9343.908117,0.15661,0.1566,0.16774,0.11626,0.16776,0.11625
N0.HOG0034257,-37680.12867,-37680.12867,-37604.807769,-37604.807769,-38230.941383,0.15063,0.15063,0.16417,0.05215,0.16417,0.05215
N0.HOG0034258,-20385.189789,-20385.189789,-20384.896287,-20384.896288,-20475.67913,0.2491,0.2491,0.25113,0.23155,0.25113,0.23155
N0.HOG0034264,-22849.762011,-22849.762011,-22845.289909,-22845.289909,-23012.987358,0.24836,0.24836,0.25626,0.194,0.25626,0.194
N0.HOG0034265,-29845.90802,-29845.90802,-29837.438774,-29837.438774,-30131.053822,0.22952,0.22952,0.23937,0.17501,0.23938,0.17501
N0.HOG0034266,-54109.055608,-54109.055608,-54109.039981,-54109.039981,-54223.863197,0.27497,0.27497,0.27523,0.27122,0.27523,0.27122
N0.HOG0034267,-16521.847836,-16521.847838,-16516.832909,-16516.832911,-16797.840632,0.10536,0.10536,0.10962,0.07385,0.10962,0.07384
N0.HOG0034268,-47960.662289,-47960.662289,-47923.717654,-47923.717655,-48326.432298,0.28778,0.28778,0.31214,0.18376,0.31213,0.18378
N0.HOG0034270,-16354.390937,-16354.390937,-16354.386765,-16354.386765,-16390.79734,0.46485,0.46485,0.464,0.46805,0.464,0.46805
N0.HOG0034272,-20628.945952,-20628.945952,-20624.959575,-20624.959575,-20852.672734,0.23692,0.23692,0.24691,0.19568,0.24691,0.19568
N0.HOG0034274,-24501.510177,-25883.762642,-25000.850166,-27030.441933,-24625.631001,0.06767,0.50001,0.08203,2.35749,0.59089,0.53283
N0.HOG0034275,-14626.351022,-14626.351023,-14620.280618,-14620.280689,-14737.460697,0.20264,0.20264,0.21096,0.12928,0.21098,0.12928
N0.HOG0034280,-29177.658608,-29177.658608,-29171.397285,-29171.397285,-29313.453919,0.29147,0.29147,0.3001,0.21766,0.3001,0.21767
N0.HOG0034281,-53039.175033,-53039.175053,-53010.700054,-53010.700096,-53659.520875,0.22154,0.22153,0.23783,0.15521,0.23782,0.15523
N0.HOG0034282,-13221.066559,-13221.066559,-13208.442564,-13208.442564,-13338.582284,0.23742,0.23742,0.25297,0.13163,0.25297,0.13163
N0.HOG0034283,-40167.851107,-40167.851108,-40150.319435,-40150.319434,-40557.751917,0.243,0.24299,0.25545,0.1724,0.25546,0.17239
N0.HOG0034284,-38342.831926,-38342.831926,-38342.107544,-38342.107544,-38390.279872,0.41317,0.41316,0.40805,0.44991,0.40805,0.44991
N0.HOG0034286,-29214.321906,-29214.321906,-29214.011146,-29214.011146,-29327.169779,0.4104,0.41039,0.41533,0.3937,0.41533,0.39371
N0.HOG0034287,-18544.380576,-18544.380576,-18543.209602,-18543.209602,-18639.770628,0.41489,0.41489,0.4277,0.37882,0.42769,0.37882
N0.HOG0034288,-27109.321381,-27109.32138,-27100.792177,-27100.792177,-27243.777074,0.30198,0.30198,0.31642,0.21657,0.31642,0.21659
N0.HOG0034290,-10766.593004,-10766.593004,-10758.633264,-10758.633264,-10804.80905,0.25384,0.25384,0.26153,0.09132,0.26153,0.09132
N0.HOG0034293,-19544.022079,-19544.022079,-19536.864929,-19536.864929,-19865.900563,0.20808,0.20808,0.22373,0.1655,0.22373,0.1655
N0.HOG0034294,-16944.507499,-16945.500928,-16931.856661,-16935.609569,-17119.043262,0.19339,0.19191,0.21116,0.11024,0.20042,0.11192
N0.HOG0034298,-9381.471992,-9381.471712,-9373.750881,-9373.750914,-9543.11796,0.13419,0.13416,0.14563,0.07863,0.14559,0.0786
N0.HOG0034300,-32645.847025,-33890.859365,-34388.340164,-32796.495935,-34301.353213,0.13105,0.5,0.14621,12.51193,0.1491,0.44953
N0.HOG0034301,-36938.178175,-36938.178175,-36917.376001,-36917.376001,-37178.329781,0.2229,0.2229,0.23235,0.12423,0.23235,0.12423
N0.HOG0034302,-44326.043791,-44326.043791,-44222.619652,-44222.619653,-45089.026036,0.13186,0.13186,0.14622,0.03842,0.14622,0.03842
N0.HOG0034303,-30308.056801,-30308.056801,-30285.357511,-30285.357511,-30467.359257,0.32304,0.32304,0.34039,0.18191,0.3404,0.18191
N0.HOG0034304,-22447.507805,-22447.507534,-22423.682136,-22423.682119,-22655.431719,0.21888,0.21887,0.23341,0.1124,0.23341,0.11235
N0.HOG0034305,-29182.726748,-29182.726748,-29176.39937,-29176.39937,-29448.988995,0.23671,0.23671,0.24588,0.18763,0.24588,0.18763
N0.HOG0034306,-33977.773807,-33977.773796,-33972.107578,-33972.107576,-34158.886461,0.22479,0.22476,0.22971,0.16777,0.22971,0.16779
N0.HOG0034307,-39676.45486,-39676.45486,-39660.930668,-39660.930668,-39830.930272,0.3782,0.3782,0.39692,0.26323,0.39692,0.26323
N0.HOG0034308,-16961.31521,-16961.31521,-16957.816913,-16957.816912,-17093.193965,0.3263,0.32629,0.34476,0.27502,0.34475,0.27501
N0.HOG0034309,-22796.611327,-22796.611327,-22793.977486,-22793.977486,-22876.514928,0.39243,0.39243,0.40303,0.32916,0.40303,0.32916
N0.HOG0034310,-13062.762381,-13062.762385,-13057.152934,-13057.152943,-13236.552537,0.0731,0.0731,0.07633,0.03584,0.07633,0.03585
N0.HOG0034311,-24984.664601,-24984.664601,-24969.044377,-24969.044377,-25093.665848,0.3306,0.3306,0.34946,0.19549,0.34946,0.19549
N0.HOG0034313,-37425.75879,-37425.75879,-37407.969059,-37407.969059,-37709.094427,0.24768,0.24768,0.25888,0.16394,0.25888,0.16394
N0.HOG0034314,-34585.496098,-34585.496098,-34529.472043,-34529.472043,-34836.501737,0.27459,0.27459,0.29703,0.10816,0.29703,0.10816
N0.HOG0034315,-38192.72077,-38192.72077,-38132.12372,-38132.12372,-38565.25515,0.20688,0.20689,0.22277,0.08054,0.22277,0.08054
N0.HOG0034319,-26139.801174,-26139.801174,-26136.228221,-26136.228221,-26392.994451,0.22346,0.22346,0.22997,0.18563,0.22997,0.18562
N0.HOG0034320,-20923.618565,-20923.618565,-20918.830654,-20918.830654,-21106.123682,0.19999,0.19999,0.2063,0.15095,0.2063,0.15095
N0.HOG0034321,-40080.483902,-40080.483903,-40065.680435,-40065.680436,-40367.423814,0.27444,0.27445,0.28671,0.19717,0.28671,0.19718
N0.HOG0034322,-25494.656335,-25494.656335,-25476.820242,-25476.820242,-25849.881801,0.22814,0.22813,0.24745,0.15948,0.24745,0.15948
N0.HOG0034323,-30430.904043,-30430.904112,-30429.622499,-30429.622492,-30647.557498,0.21025,0.21026,0.21309,0.18658,0.21307,0.18662
N0.HOG0034324,-22706.645625,-22706.645625,-22700.885081,-22700.885081,-22991.77276,0.13666,0.13666,0.14153,0.09937,0.14153,0.09937
N0.HOG0034325,-31450.479476,-31450.479476,-31441.786139,-31441.786139,-31595.033867,0.26598,0.26598,0.27443,0.18295,0.27443,0.18296
N0.HOG0034326,-41967.647821,-41967.647821,-41962.485228,-41962.485228,-42235.149224,0.30167,0.30167,0.31109,0.25585,0.31109,0.25585
N0.HOG0034329,-42267.494023,-42267.494023,-42253.836931,-42253.836931,-42499.260937,0.28893,0.28893,0.30067,0.20705,0.30067,0.20706
N0.HOG0034330,-39326.425249,-39326.425249,-39293.518284,-39293.518284,-39891.200965,0.25693,0.25693,0.28711,0.18414,0.28711,0.18414
N0.HOG0034333,-19183.342787,-18995.071585,-19662.307714,-19029.67245,-19583.961705,0.0831,0.08618,0.14049,0.00454,0.08835,0.06656
N0.HOG0034334,-26657.904225,-26657.904226,-26650.986255,-26650.986255,-26793.746938,0.21514,0.21514,0.22077,0.14167,0.22077,0.14168
N0.HOG0034336,-27835.471657,-27835.471657,-27835.420643,-27835.420643,-28066.188052,0.20603,0.20603,0.2067,0.20155,0.2067,0.20155
N0.HOG0034337,-24090.77573,-24090.77573,-24090.302327,-24090.302327,-24140.946194,0.41144,0.41143,0.40657,0.44151,0.40658,0.44154
N0.HOG0034338,-12399.7826,-12399.782599,-12392.117563,-12392.117562,-12557.987003,0.2038,0.2038,0.21674,0.13765,0.21674,0.13766
N0.HOG0034341,-32742.649318,-32742.649318,-32742.466185,-32742.466185,-32860.913504,0.33413,0.33413,0.33627,0.3215,0.33627,0.3215
N0.HOG0034346,-37910.969693,-37910.969693,-37886.444111,-37886.444111,-38167.719725,0.27331,0.27331,0.28815,0.16447,0.28815,0.16447
N0.HOG0034347,-19694.381974,-19694.381974,-19687.419504,-19687.419504,-19922.49529,0.15228,0.15228,0.15863,0.10489,0.15862,0.10489
N0.HOG0034348,-39178.35941,-39178.35941,-39171.968464,-39171.968464,-39308.521615,0.36679,0.36678,0.37784,0.28809,0.37783,0.28808
N0.HOG0034349,-39603.980657,-39603.980657,-39569.724043,-39569.724039,-39992.313024,0.26481,0.26482,0.28539,0.16554,0.28539,0.16553
N0.HOG0034350,-18902.716034,-15966.289375,-16284.552882,-16097.198313,-16219.63881,2,0.11579,0.11702,1.62063,0.11041,0.40042
N0.HOG0034351,-25876.784171,-25876.78465,-25849.602174,-25849.606196,-26300.935709,0.14752,0.14734,0.15947,0.08068,0.15935,0.08171
N0.HOG0034352,-21619.18851,-21619.188511,-21581.718811,-21581.718807,-21871.850405,0.1394,0.1394,0.14864,0.03718,0.14865,0.03717
N0.HOG0034354,-46913.544182,-46913.544165,-46881.291981,-46881.292152,-47199.270398,0.25409,0.25405,0.2666,0.13938,0.26667,0.13939
N0.HOG0034355,-19817.524059,-19817.524059,-19781.665837,-19781.534287,-20200.639805,0.10314,0.10314,0.11364,0.03547,0.11299,0.03528
N0.HOG0034356,-50917.757077,-50917.757077,-50914.676258,-50914.676258,-51098.024914,0.38866,0.38866,0.39795,0.34546,0.39795,0.34545
N0.HOG0034357,-44332.959378,-44332.959378,-44309.376482,-44309.376482,-44573.906418,0.33578,0.33578,0.3564,0.22765,0.3564,0.22765
N0.HOG0034358,-36857.840932,-31069.747307,-33336.742548,-31047.964288,-32428.362313,2.00006,0.12796,0.09854,0.04546,0.12914,0.06567
N0.HOG0034359,-14222.285144,-14288.709945,-14237.115368,-14553.210333,-16152.802891,0.04891,0.04182,0.04731,0.01358,0.04214,0.47223
N0.HOG0034360,-19462.503198,-19462.689599,-19886.037986,-19465.66437,-19773.802929,0.07743,0.07853,0.07616,1.63817,0.09034,0.00922
N0.HOG0034362,-29894.195815,-29894.195815,-29892.711503,-29892.711503,-30056.199262,0.30243,0.30243,0.30809,0.27143,0.30809,0.27144
N0.HOG0034364,-11477.7639,-11477.7639,-11473.965484,-11473.965484,-11605.311084,0.26576,0.26576,0.28139,0.21057,0.28139,0.21057
N0.HOG0034371,-70495.582758,-70495.582759,-70458.354226,-70458.354227,-70966.215865,0.2299,0.2299,0.23974,0.13875,0.23974,0.13875
N0.HOG0034372,-93331.785958,-93331.785959,-93204.545885,-93204.545886,-94296.106396,0.28501,0.28501,0.31747,0.16448,0.31747,0.16448
N0.HOG0034373,-37677.629135,-37677.629135,-37659.60772,-37659.60772,-37946.604709,0.22351,0.22351,0.23426,0.14199,0.23426,0.14199
N0.HOG0034375,-41745.399658,-41745.400008,-41643.726146,-41643.724872,-42134.219355,0.22442,0.22446,0.24361,0.06342,0.24351,0.0636
N0.HOG0034383,-39468.757859,-39529.181855,-39693.171848,-39651.106244,-39610.769959,0.1879,0.1755,0.20067,1.99449,0.2355,0.04146
N0.HOG0034384,-17936.96712,-17936.96712,-17936.454909,-17936.454909,-18062.823971,0.33077,0.33077,0.3387,0.31188,0.3387,0.31188
N0.HOG0034386,-49001.773446,-49001.773446,-49001.651654,-49001.651654,-49204.437949,0.28162,0.28162,0.28286,0.27403,0.28286,0.27402
N0.HOG0034389,-13873.069665,-13873.070624,-13848.539202,-13848.512459,-13989.21492,0.31662,0.3169,0.35127,0.15332,0.35279,0.15492
N0.HOG0034390,-18645.867054,-18645.867062,-18631.458413,-18631.458413,-18801.679918,0.22815,0.22816,0.24213,0.12973,0.24213,0.1297
N0.HOG0034391,-14234.924474,-14234.924474,-14202.308619,-14202.308619,-14404.940079,0.19249,0.19249,0.20994,0.06292,0.20994,0.06292
N0.HOG0034392,-13166.421291,-13166.421291,-13156.837135,-13156.837135,-13250.916431,0.23502,0.23502,0.24953,0.12509,0.24953,0.12509
N0.HOG0034393,-20318.472375,-20356.977563,-20576.643116,-20407.640682,-20523.152207,0.1957,0.17095,0.19729,1.3661,0.22833,0.03688
N0.HOG0034394,-12422.410697,-11204.359836,-11766.31641,-11521.610039,-11412.037836,0.12308,0.09158,0.13891,1.72097,0.07216,0.02278
N0.HOG0034395,-25076.513048,-25076.513048,-25051.772184,-25051.772184,-25390.702216,0.17835,0.17835,0.19021,0.09436,0.19021,0.09437
N0.HOG0034396,-23837.785991,-23837.785993,-23826.009004,-23826.009004,-24060.023075,0.17325,0.17325,0.18062,0.10689,0.18062,0.1069
N0.HOG0034397,-36438.116763,-36438.116763,-36430.606111,-36430.606111,-36554.709487,0.34378,0.34378,0.35337,0.25031,0.35337,0.25032
N0.HOG0034398,-22270.360177,-22270.360177,-22264.510757,-22264.510757,-22442.154106,0.21156,0.21156,0.21842,0.15463,0.21842,0.15463
N0.HOG0034400,-51302.954209,-51302.954209,-51298.371392,-51298.371392,-51448.762999,0.44284,0.44284,0.45732,0.38305,0.45732,0.38305
N0.HOG0034401,-18068.812123,-18068.812123,-18061.127721,-18061.127721,-18195.038638,0.20151,0.20151,0.20869,0.12455,0.20869,0.12455
N0.HOG0034402,-36802.775793,-36802.775826,-36721.859645,-36721.859611,-37401.281199,0.12581,0.12581,0.13699,0.03584,0.137,0.03584
N0.HOG0034403,-32099.496977,-32099.496977,-32085.966396,-32085.966396,-32474.048815,0.29163,0.29163,0.31921,0.23571,0.31921,0.23571
N0.HOG0034404,-43657.810783,-43657.810783,-43637.335311,-43637.335312,-44063.138547,0.19735,0.19735,0.20688,0.13133,0.20689,0.13131
N0.HOG0034405,-43695.915174,-43695.915174,-43682.492283,-43682.492283,-43928.370072,0.30724,0.30724,0.32036,0.2246,0.32036,0.22459
N0.HOG0034406,-63837.713719,-63837.713719,-63820.081087,-63820.081087,-63988.79099,0.39638,0.39638,0.40771,0.26719,0.40772,0.26719
N0.HOG0034407,-37487.83151,-37487.83151,-37473.616057,-37473.616057,-37688.64617,0.2998,0.2998,0.31259,0.20633,0.31259,0.20633
N0.HOG0034409,-17188.338749,-17188.338818,-17175.37636,-17175.376096,-17371.023256,0.19377,0.19391,0.20647,0.11366,0.20642,0.11362
N0.HOG0034411,-27656.490513,-27656.490513,-27656.458349,-27656.458349,-27825.172704,0.30562,0.30562,0.30435,0.3097,0.30435,0.3097
N0.HOG0034419,-9216.251216,-9216.251215,-9214.325885,-9214.325885,-9337.550314,0.09624,0.09624,0.09918,0.06711,0.09918,0.06711
N0.HOG0034420,-23056.669284,-23056.669284,-23054.518593,-23054.518593,-23319.143283,0.16013,0.16013,0.1636,0.13558,0.16361,0.13558
N0.HOG0034421,-28455.418816,-28455.418817,-28434.710618,-28434.710603,-28796.504495,0.18996,0.18995,0.20145,0.1145,0.20145,0.11451
N0.HOG0034422,-31941.902492,-31489.802424,-31423.300373,-31406.956981,-31940.272525,0.31906,0.18715,0.22062,0.12646,0.21215,0.10797
N0.HOG0034423,-15867.862695,-15868.019676,-15843.583849,-15842.85384,-15965.421421,0.32428,0.32741,0.35421,0.16932,0.35753,0.14594
N0.HOG0034435,-38964.823745,-38964.823745,-38955.377682,-38955.377682,-39301.249855,0.29578,0.29578,0.31031,0.2412,0.31031,0.2412
N0.HOG0034445,-11678.097663,-11499.050231,-11838.414045,-11518.609322,-11796.863746,0.15816,0.09751,0.07938,0.38381,0.09279,0.03474
N0.HOG0034446,-39625.672621,-39625.672621,-39610.446705,-39610.446705,-39765.509545,0.4156,0.41559,0.43954,0.29585,0.43954,0.29585
N0.HOG0034453,-43355.789461,-43355.789461,-43330.067741,-43330.067741,-43758.055979,0.28254,0.28254,0.30282,0.19876,0.30282,0.19876
N0.HOG0034454,-11386.222715,-11386.222715,-11386.203874,-11386.203874,-11442.095747,0.38251,0.38251,0.37991,0.38766,0.37991,0.38766
N0.HOG0034455,-35249.205688,-35249.205687,-35200.361897,-35200.361897,-35607.682094,0.31488,0.31488,0.35625,0.1895,0.35625,0.1895
N0.HOG0034458,-28483.200587,-28483.200587,-28475.302418,-28475.302418,-28570.238793,0.44574,0.44574,0.46791,0.33692,0.46791,0.33692
N0.HOG0034459,-47366.297291,-47366.297291,-47268.631001,-47268.631001,-47830.430834,0.26676,0.26676,0.29433,0.10986,0.29433,0.10985
N0.HOG0034460,-32594.246849,-32594.246849,-32589.363621,-32589.363621,-32666.883181,0.44753,0.44753,0.46137,0.35384,0.46137,0.35384
N0.HOG0034464,-18374.299423,-18374.299423,-18367.543982,-18367.543982,-18446.015034,0.42969,0.42969,0.45253,0.31771,0.45253,0.31772
N0.HOG0034485,-7128.948762,-7128.948764,-7125.9761,-7125.9761,-7251.353736,0.21222,0.21223,0.23093,0.16847,0.23093,0.16847
N0.HOG0034491,-44584.812975,-44584.812975,-44546.896891,-44546.896891,-44864.930778,0.29929,0.29929,0.325,0.17628,0.325,0.17628
N0.HOG0034504,-13974.662317,-13974.662316,-13962.247953,-13962.247953,-14070.972922,0.23553,0.23552,0.24799,0.11783,0.24799,0.11783
N0.HOG0034505,-25203.722509,-25203.722509,-25194.803687,-25194.803687,-25402.092604,0.22996,0.22996,0.23954,0.16193,0.23954,0.16193
N0.HOG0034506,-21107.333272,-21107.333272,-21102.282746,-21102.282746,-21236.862936,0.23384,0.23384,0.24048,0.16904,0.24048,0.16904
N0.HOG0034507,-17456.1214,-17456.1214,-17444.359909,-17444.359909,-17576.740302,0.23043,0.23043,0.24164,0.12897,0.24164,0.12898
N0.HOG0034508,-21316.618694,-21316.618694,-21312.946478,-21312.946478,-21486.933851,0.1076,0.1076,0.11005,0.07097,0.11005,0.07097
N0.HOG0034509,-23018.014628,-23018.014559,-22979.255937,-22979.255209,-23425.312693,0.09712,0.09718,0.10524,0.03098,0.10529,0.03096
N0.HOG0034510,-16598.685524,-16598.685524,-16597.530777,-16597.530777,-16845.908265,0.19533,0.19533,0.20108,0.17679,0.20108,0.17679
N0.HOG0034511,-17086.789885,-17086.789885,-17071.095297,-17071.095297,-17317.289137,0.25852,0.25852,0.28577,0.17486,0.28577,0.17486
N0.HOG0034512,-25381.018704,-25381.018704,-25380.686018,-25380.686018,-25447.183715,0.25405,0.25405,0.25549,0.2307,0.25549,0.2307
N0.HOG0034513,-27881.608002,-27881.608002,-27869.06667,-27869.06667,-28060.656178,0.3189,0.3189,0.33618,0.22679,0.33618,0.22679
N0.HOG0034514,-40772.63368,-40772.63368,-40753.732076,-40753.732076,-40888.582561,0.33762,0.33762,0.3494,0.18317,0.3494,0.18317
N0.HOG0034515,-34698.255385,-34698.255384,-34675.547474,-34675.547487,-34919.736737,0.31088,0.31088,0.3298,0.19906,0.3298,0.19904
N0.HOG0034516,-35916.798592,-35916.798592,-35908.861302,-35908.861302,-36043.971615,0.33014,0.33014,0.3403,0.24037,0.3403,0.24037
N0.HOG0034517,-18326.397955,-18326.397955,-18322.906553,-18322.906553,-18473.714367,0.16466,0.16466,0.16912,0.11963,0.16912,0.11964
N0.HOG0034521,-21366.307882,-21366.307884,-21365.120862,-21365.120911,-21495.71999,0.2369,0.23689,0.24058,0.20668,0.2406,0.20671
N0.HOG0034522,-49611.554869,-49611.554869,-49560.518759,-49560.518759,-50131.884873,0.20557,0.20557,0.22344,0.11026,0.22344,0.11027
N0.HOG0034524,-15628.488584,-15966.70452,-15728.74639,-16175.612322,-15185.062802,0.07041,0.5,0.09775,0.03042,0.40771,0.51547
N0.HOG0034530,-13779.951855,-13775.908111,-13903.536931,-14659.437175,-15176.763633,0.17855,0.17593,0.15558,0.07996,0.51016,0.59109
N0.HOG0034531,-42683.238853,-42683.238847,-42671.3059,-42671.305901,-43042.026613,0.23665,0.23664,0.2466,0.17921,0.2466,0.1792
N0.HOG0034532,-46450.592971,-46450.593087,-46449.528539,-46449.549897,-46734.386813,0.24014,0.24015,0.24291,0.2213,0.24286,0.22094
N0.HOG0034535,-17329.088867,-17329.088867,-17306.084617,-17306.084617,-17582.910188,0.23038,0.23038,0.25645,0.13947,0.25645,0.13947
N0.HOG0034536,-42515.592567,-42515.592567,-42498.491828,-42498.491828,-42726.9916,0.3812,0.38119,0.40452,0.28069,0.40452,0.28069
N0.HOG0034537,-34684.684095,-34684.684095,-34676.659418,-34676.659418,-34855.283686,0.32597,0.32596,0.33811,0.25003,0.33812,0.25003
N0.HOG0034538,-11006.998211,-11006.998211,-11006.501389,-11006.501389,-11146.401514,0.12715,0.12715,0.12922,0.11227,0.12922,0.11227
N0.HOG0034544,-12369.842525,-12369.866835,-12366.66083,-12366.660822,-12556.161986,0.12053,0.12114,0.12524,0.08868,0.12513,0.08848
N0.HOG0034545,-17277.583616,-17277.583616,-17262.240207,-17262.240207,-17413.505971,0.24071,0.24071,0.25513,0.12988,0.25513,0.12988
N0.HOG0034547,-14323.429806,-14323.429806,-14319.453252,-14319.453252,-14403.037646,0.28259,0.28259,0.29375,0.20792,0.29375,0.20792
N0.HOG0034548,-33265.738262,-33265.738262,-33240.981785,-33240.981784,-33551.793018,0.2932,0.2932,0.31749,0.19258,0.31749,0.19258
N0.HOG0034549,-39866.29079,-39866.291467,-39830.67136,-39830.675904,-40507.119183,0.15496,0.15494,0.16693,0.08877,0.16669,0.08911
N0.HOG0034550,-33735.432243,-33735.43224,-33733.935003,-33733.935001,-33851.188926,0.32397,0.32396,0.3287,0.28554,0.32869,0.28554
N0.HOG0034551,-30690.936297,-30690.936297,-30665.887182,-30665.887182,-31083.893657,0.15301,0.15301,0.16192,0.08396,0.16192,0.08396
N0.HOG0034552,-17426.311505,-17426.311505,-17426.057309,-17426.057309,-17555.224194,0.2604,0.2604,0.26307,0.24643,0.26307,0.24643
N0.HOG0034553,-23872.104242,-23872.104242,-23870.766688,-23870.766688,-23957.836313,0.34747,0.34747,0.35416,0.30531,0.35416,0.30532
N0.HOG0034554,-18203.908692,-18203.908692,-18203.073796,-18203.073796,-18266.807265,0.25145,0.25145,0.24772,0.2857,0.24772,0.2857
N0.HOG0034555,-18105.417079,-18105.417079,-18098.833348,-18098.833348,-18312.082215,0.13454,0.13454,0.13956,0.08864,0.13956,0.08864
N0.HOG0034560,-20044.812663,-20044.81429,-20014.525409,-20014.525995,-20369.803555,0.11976,0.1197,0.12968,0.04389,0.12977,0.04403
N0.HOG0034561,-37301.223645,-37301.223645,-37259.121719,-37259.121719,-37526.412221,0.25031,0.25031,0.26541,0.1033,0.26541,0.1033
N0.HOG0034562,-24131.628472,-24131.439547,-24131.852754,-24129.316784,-24272.626511,0.23144,0.23432,0.24272,0.19773,0.24221,0.1976
N0.HOG0034563,-28274.910533,-28274.910533,-28272.83334,-28272.83334,-28441.0233,0.25298,0.25299,0.25757,0.2162,0.25757,0.2162
N0.HOG0034564,-50662.588882,-50662.588882,-50648.565279,-50648.565279,-50914.208529,0.40057,0.40057,0.42164,0.31764,0.42164,0.31764
N0.HOG0034565,-51752.820699,-51752.820699,-51750.141186,-51750.141186,-51929.969867,0.21193,0.21193,0.21437,0.17382,0.21437,0.17381
N0.HOG0034566,-12297.700517,-12297.700517,-12282.007862,-12282.007862,-12524.128971,0.24147,0.24147,0.27534,0.15806,0.27534,0.15806
N0.HOG0034568,-15436.211839,-15436.211839,-15434.915379,-15434.915379,-15544.547696,0.29338,0.29338,0.28291,0.32358,0.28291,0.32358
N0.HOG0034569,-43672.072642,-43540.039208,-43582.993789,-43975.689927,-44313.65988,0.25408,0.21345,0.23845,0.08498,0.23836,0.84451
N0.HOG0034570,-26150.352093,-26150.352093,-26116.948721,-26116.948721,-26586.538686,0.15186,0.15186,0.16469,0.07694,0.16469,0.07693
N0.HOG0034571,-28522.538203,-27480.655608,-27728.742834,-27419.86568,-27751.725103,0.52529,0.29512,0.39868,0.10437,0.27519,0.28065
N0.HOG0034576,-50913.736806,-46628.588925,-46382.315871,-46386.424513,-46804.174793,1.9409,0.26519,0.30188,0.09463,0.29311,0.09502
N0.HOG0034577,-30492.480314,-30492.480314,-30459.690575,-30459.690575,-30689.936957,0.26175,0.26175,0.2779,0.1239,0.2779,0.1239
N0.HOG0034578,-29174.942511,-29174.942511,-29139.956886,-29139.956886,-29510.63292,0.22546,0.22546,0.24378,0.12227,0.24378,0.12227
N0.HOG0034580,-13185.767012,-13185.767008,-13181.250664,-13181.250664,-13513.050349,0.11621,0.11622,0.12366,0.08811,0.12366,0.08813
N0.HOG0034582,-28776.427975,-28776.427975,-28767.72825,-28767.728256,-29252.826511,0.19926,0.19925,0.21192,0.16109,0.2119,0.16109
N0.HOG0034583,-24210.469836,-24210.469836,-24186.764372,-24186.764372,-24406.417506,0.25726,0.25726,0.27995,0.14506,0.27995,0.14506
N0.HOG0034584,-15027.026151,-15027.026151,-15027.021189,-15027.021189,-15311.350922,0.14877,0.14877,0.14846,0.1498,0.14846,0.1498
N0.HOG0034586,-21816.070933,-21816.070933,-21794.973872,-21794.973872,-22011.374326,0.2445,0.2445,0.26184,0.13823,0.26184,0.13823
N0.HOG0034587,-24237.138439,-24237.138439,-24214.830175,-24214.830175,-24428.432284,0.15413,0.15413,0.16109,0.05927,0.16109,0.05927
N0.HOG0034588,-24734.895209,-24734.895209,-24729.484179,-24729.484179,-24901.433269,0.23623,0.23623,0.24341,0.17803,0.24341,0.17803
N0.HOG0034593,-16436.12285,-16436.12285,-16425.468191,-16425.468191,-16566.076633,0.22066,0.22066,0.23159,0.12916,0.23159,0.12916
N0.HOG0034594,-37488.11471,-37488.114641,-37472.793891,-37472.793897,-37968.643948,0.1292,0.12922,0.13476,0.0818,0.13477,0.0818
N0.HOG0034598,-19688.576457,-19688.576457,-19677.582404,-19677.582404,-19761.370276,0.27831,0.27831,0.28823,0.14125,0.28823,0.14125
N0.HOG0034599,-42648.769702,-42648.769702,-42627.487469,-42627.487469,-43119.202594,0.2626,0.26261,0.28127,0.1945,0.28127,0.19449
N0.HOG0034600,-31576.850034,-31576.850052,-31574.679826,-31574.680089,-31642.056771,0.30904,0.30898,0.31266,0.24359,0.31268,0.24358
N0.HOG0034604,-15877.071809,-15877.071809,-15873.249372,-15873.249372,-15985.651821,0.21302,0.21302,0.21948,0.1542,0.21948,0.1542
N0.HOG0034605,-32465.307594,-32465.307595,-32464.803386,-32464.803386,-32759.127575,0.20337,0.20336,0.20537,0.19115,0.20537,0.19115
N0.HOG0034606,-39204.588078,-39204.588078,-39186.670182,-39186.670182,-39352.586886,0.42436,0.42436,0.45196,0.29747,0.45196,0.29746
N0.HOG0034607,-21154.324114,-21154.324114,-21141.865275,-21141.865275,-21309.870088,0.22965,0.22965,0.24091,0.13636,0.24091,0.13636
N0.HOG0034610,-19799.302082,-19799.302082,-19794.388989,-19794.388989,-19967.624605,0.273,0.273,0.28533,0.21614,0.28533,0.21614
N0.HOG0034612,-24422.33852,-24422.33852,-24398.413101,-24398.4131,-24522.645232,0.37352,0.37353,0.39521,0.18383,0.39522,0.18385
N0.HOG0034614,-41496.114103,-42234.480294,-41482.212989,-41624.379196,-41855.373136,0.20487,0.43895,0.21076,0.13351,0.1926,0.11884
N0.HOG0034615,-30218.007654,-30218.007654,-30210.68398,-30210.68398,-30735.553683,0.12933,0.12933,0.13485,0.09877,0.13485,0.09877
